,PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,FIRST_COLLECTION_SCHEDULE_EARLIEST_lcl,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_EARLIEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl_plus30,latest_GPS_RECORD_TIMESTAMP,LAT,LON,is_delivered,distance
10,3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-230929-248606,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,IP33 2JG,53.293393,-1.074008,52.236599,0.717008,2023-10-02T15:00:00.000Z,2023-10-02T15:59:00.000Z,2023-10-03T08:55:00.000Z,2023-10-03T09:25:00.000Z,2023-10-02 15:00:00+00:00,2023-10-02 15:59:00+00:00,2023-10-03 08:55:00+00:00,2023-10-03 09:25:00+00:00,2023-10-03 09:55:00+00:00,2023-10-03 09:38:00+00:00,52.240277022431904,0.717602920965988,1,0.4111078564388756
11,bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231102-258924,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,PR7 7NA,NP26 3TS,53.686775,-2.672518,51.57282,-2.85848,2023-11-03T16:00:00.000Z,2023-11-03T17:00:00.000Z,2023-11-04T10:55:00.000Z,2023-11-04T11:25:00.000Z,2023-11-03 16:00:00+00:00,2023-11-03 17:00:00+00:00,2023-11-04 10:55:00+00:00,2023-11-04 11:25:00+00:00,2023-11-04 11:55:00+00:00,2023-11-03 22:09:00+00:00,52.6728960157826,-2.07954315357326,0,133.4220569255201
12,3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231005-250479,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-10-07T12:00:00.000Z,2023-10-07T12:59:00.000Z,2023-10-09T05:55:00.000Z,2023-10-09T06:25:00.000Z,2023-10-07 12:00:00+00:00,2023-10-07 12:59:00+00:00,2023-10-09 05:55:00+00:00,2023-10-09 06:25:00+00:00,2023-10-09 06:55:00+00:00,2023-10-08 15:09:00+00:00,51.5035800746902,-2.67049209268574,0,73.42522979848744
13,4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231207-271072,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.78285,-0.124795,52.371658,-1.452326,2023-12-17T10:30:00.000Z,2023-12-17T11:30:00.000Z,2023-12-17T13:30:00.000Z,2023-12-17T14:30:00.000Z,2023-12-17 10:30:00+00:00,2023-12-17 11:30:00+00:00,2023-12-17 13:30:00+00:00,2023-12-17 14:30:00+00:00,2023-12-17 15:00:00+00:00,2023-12-17 13:26:00+00:00,52.3708713118084,-1.4522906390377,0,0.08753614114743027
14,ee7cbc7b-4f14-44ac-9c6e-086d70a27141,SEZHUK-231217-274885,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-20T06:00:00.000Z,2023-12-20T07:00:00.000Z,2023-12-20T17:00:00.000Z,2023-12-20T18:00:00.000Z,2023-12-20 06:00:00+00:00,2023-12-20 07:00:00+00:00,2023-12-20 17:00:00+00:00,2023-12-20 18:00:00+00:00,2023-12-20 18:30:00+00:00,2023-12-20 08:36:00+00:00,51.1264725,-2.742023,0,291.8348831824929
15,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257583,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-11-02T22:19:00.000Z,2023-11-03T01:00:01.000Z,2023-11-03T06:00:00.000Z,2023-11-03T08:55:01.000Z,2023-11-02 22:19:00+00:00,2023-11-03 01:00:01+00:00,2023-11-03 06:00:00+00:00,2023-11-03 08:55:01+00:00,2023-11-03 09:25:01+00:00,2023-11-03 08:02:00+00:00,51.6623865777455,-0.024414603962568,0,0.3855979297603536
16,3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231019-254337,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MULLINGAR,53.293393,-1.074008,53.525595,-7.321696,2023-10-23T05:00:00.000Z,2023-10-23T05:59:00.000Z,2023-10-25T18:25:00.000Z,2023-10-25T18:55:00.000Z,2023-10-23 05:00:00+00:00,2023-10-23 05:59:00+00:00,2023-10-25 18:25:00+00:00,2023-10-25 18:55:00+00:00,2023-10-25 19:25:00+00:00,2023-10-25 19:03:00+00:00,53.5445678747,-7.3468922731,0,2.6884919904611415
17,66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231124-265998,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-12-08T16:45:00.000Z,2023-12-08T17:45:00.000Z,2023-12-08T21:10:00.000Z,2023-12-08T22:10:00.000Z,2023-12-08 16:45:00+00:00,2023-12-08 17:45:00+00:00,2023-12-08 21:10:00+00:00,2023-12-08 22:10:00+00:00,2023-12-08 22:40:00+00:00,2023-12-08 21:32:00+00:00,52.8253122936209,-1.3488560954753,1,1.211253370738733
18,2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231211-272331,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-12T09:00:00.000Z,2023-12-12T10:00:00.000Z,2023-12-12T15:30:00.000Z,2023-12-12T16:00:00.000Z,2023-12-12 09:00:00+00:00,2023-12-12 10:00:00+00:00,2023-12-12 15:30:00+00:00,2023-12-12 16:00:00+00:00,2023-12-12 16:30:00+00:00,2023-12-12 16:07:00+00:00,51.6151934658588,-2.67360144255246,0,216.31169112989082
19,3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231121-265105,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-23T05:00:00.000Z,2023-11-23T05:59:00.000Z,2023-11-23T10:25:00.000Z,2023-11-23T10:55:00.000Z,2023-11-23 05:00:00+00:00,2023-11-23 05:59:00+00:00,2023-11-23 10:25:00+00:00,2023-11-23 10:55:00+00:00,2023-11-23 11:25:00+00:00,2023-11-23 11:25:00+00:00,52.4634386434111,-1.41115858789697,0,42.85299812448566
20,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-230930-249028,CAUK000435,Tractor Unit,Box 44ft,AL10 8XF,HP2 7PZ,51.74104,-0.218368,51.771839,-0.439712,2023-10-01T12:00:00.000Z,2023-10-01T13:55:01.000Z,2023-10-01T14:27:00.000Z,2023-10-01T16:27:01.000Z,2023-10-01 12:00:00+00:00,2023-10-01 13:55:01+00:00,2023-10-01 14:27:00+00:00,2023-10-01 16:27:01+00:00,2023-10-01 16:57:01+00:00,2023-10-01 16:49:00+00:00,51.7412014435951,-0.220760349212238,0,15.455579081622961
21,4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231211-272240,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.78285,-0.124795,52.371658,-1.452326,2023-12-21T09:30:00.000Z,2023-12-21T10:30:00.000Z,2023-12-21T12:30:00.000Z,2023-12-21T13:30:00.000Z,2023-12-21 09:30:00+00:00,2023-12-21 10:30:00+00:00,2023-12-21 12:30:00+00:00,2023-12-21 13:30:00+00:00,2023-12-21 14:00:00+00:00,2023-12-21 13:55:00+00:00,52.41300529,-0.50704991,0,64.3277297030174
22,369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231024-255902,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,IP6 0JW,53.537133,-1.037405,52.106487,1.098275,2023-10-26T06:00:00.000Z,2023-10-26T18:00:00.000Z,2023-10-27T07:02:00.000Z,2023-10-27T07:30:00.000Z,2023-10-26 06:00:00+00:00,2023-10-26 18:00:00+00:00,2023-10-27 07:02:00+00:00,2023-10-27 07:30:00+00:00,2023-10-27 08:00:00+00:00,2023-10-26 21:20:00+00:00,52.8715960151592,-1.49374033894335,0,195.07976780701446
23,761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-12-21T13:00:00.000Z,2023-12-21T13:30:00.000Z,2023-12-21T17:00:00.000Z,2023-12-21T17:30:00.000Z,2023-12-21 13:00:00+00:00,2023-12-21 13:30:00+00:00,2023-12-21 17:00:00+00:00,2023-12-21 17:30:00+00:00,2023-12-21 18:00:00+00:00,2023-12-21 17:53:00+00:00,51.3988278220036,-1.23079301555514,1,0.1116198010637701
24,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257555,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771841,-0.439918,2023-10-31T22:19:00.000Z,2023-11-01T01:00:01.000Z,2023-11-01T05:51:00.000Z,2023-11-01T08:46:01.000Z,2023-10-31 22:19:00+00:00,2023-11-01 01:00:01+00:00,2023-11-01 05:51:00+00:00,2023-11-01 08:46:01+00:00,2023-11-01 09:16:01+00:00,2023-11-01 08:51:00+00:00,52.2567856824026,-1.08041466213763,0,69.51293901450354
25,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-251119,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-10T01:40:00.000Z,2023-10-10T03:20:01.000Z,2023-10-10T09:14:00.000Z,2023-10-10T12:10:01.000Z,2023-10-10 01:40:00+00:00,2023-10-10 03:20:01+00:00,2023-10-10 09:14:00+00:00,2023-10-10 12:10:01+00:00,2023-10-10 12:40:01+00:00,2023-10-10 11:22:00+00:00,51.3260752893984,0.879464400932193,1,0.25454931441041906
26,4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231129-267387,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.78285,-0.124795,52.371658,-1.452326,2023-12-10T12:30:00.000Z,2023-12-10T13:30:00.000Z,2023-12-10T15:30:00.000Z,2023-12-10T16:30:00.000Z,2023-12-10 12:30:00+00:00,2023-12-10 13:30:00+00:00,2023-12-10 15:30:00+00:00,2023-12-10 16:30:00+00:00,2023-12-10 17:00:00+00:00,2023-12-10 16:57:00+00:00,52.5882143481196,-2.07450309768512,0,48.54552840927969
27,66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231020-254942,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-31T04:45:00.000Z,2023-10-31T05:45:00.000Z,2023-10-31T09:00:00.000Z,2023-10-31T10:00:00.000Z,2023-10-31 04:45:00+00:00,2023-10-31 05:45:00+00:00,2023-10-31 09:00:00+00:00,2023-10-31 10:00:00+00:00,2023-10-31 10:30:00+00:00,2023-10-31 08:10:00+00:00,53.3472831348187,-2.87614567174022,1,0.20477440491910687
28,40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231206-270115,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,IP24 1HP,LE67 1UA,52.42597,0.73659,52.701119,-1.339519,2023-12-12T09:00:00.000Z,2023-12-12T09:30:00.000Z,2023-12-13T12:00:00.000Z,2023-12-13T12:00:00.000Z,2023-12-12 09:00:00+00:00,2023-12-12 09:30:00+00:00,2023-12-13 12:00:00+00:00,2023-12-13 12:00:00+00:00,2023-12-13 12:30:00+00:00,2023-12-13 12:30:00+00:00,52.3272583333333,-0.248076666666667,0,84.77825814351371
29,761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231212-272706,CAUK001068,Tractor Unit,Temperature-Controlled,S42 5BX,BS11 8HT,53.19364,-1.361769,51.509228,-2.684362,2023-12-21T22:00:00.000Z,2023-12-21T22:30:00.000Z,2023-12-22T02:30:00.000Z,2023-12-22T03:00:00.000Z,2023-12-21 22:00:00+00:00,2023-12-21 22:30:00+00:00,2023-12-22 02:30:00+00:00,2023-12-22 03:00:00+00:00,2023-12-22 03:30:00+00:00,2023-12-22 03:30:00+00:00,52.0530712825378,-2.13859490827479,0,71.2015330527213
30,433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231108-261048,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-16T00:30:00.000Z,2023-11-16T01:00:00.000Z,2023-11-17T02:30:00.000Z,2023-11-17T03:00:00.000Z,2023-11-16 00:30:00+00:00,2023-11-16 01:00:00+00:00,2023-11-17 02:30:00+00:00,2023-11-17 03:00:00+00:00,2023-11-17 03:30:00+00:00,2023-11-16 02:15:00+00:00,52.647308362081695,-1.21537672069676,1,0.6523368163307639
31,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231206-270126,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NW10 7LQ,52.800481,-1.663328,51.526489,-0.266374,2023-12-07T13:00:00.000Z,2023-12-07T23:59:00.000Z,2023-12-08T14:30:00.000Z,2023-12-08T15:00:00.000Z,2023-12-07 13:00:00+00:00,2023-12-07 23:59:00+00:00,2023-12-08 14:30:00+00:00,2023-12-08 15:00:00+00:00,2023-12-08 15:30:00+00:00,2023-12-08 14:58:00+00:00,51.5276179,-0.2660277,1,0.127833685063375
32,22ea5531-3b70-47df-b7f0-d569684fb731,SEZHUK-231109-261437,CAUK000051,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,ST4 4EX,52.3256,-0.613059,52.990933,-2.182771,2023-11-13T12:30:00.000Z,2023-11-13T13:00:00.000Z,2023-11-13T16:30:00.000Z,2023-11-13T17:00:00.000Z,2023-11-13 12:30:00+00:00,2023-11-13 13:00:00+00:00,2023-11-13 16:30:00+00:00,2023-11-13 17:00:00+00:00,2023-11-13 17:30:00+00:00,2023-11-13 17:18:00+00:00,52.9842166929068,-2.18877886422182,1,0.8484804945921899
33,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-22T14:20:00.000Z,2023-12-22T16:00:00.000Z,2023-12-23T05:00:00.000Z,2023-12-23T07:56:00.000Z,2023-12-22 14:20:00+00:00,2023-12-22 16:00:00+00:00,2023-12-23 05:00:00+00:00,2023-12-23 07:56:00+00:00,2023-12-23 08:26:00+00:00,2023-12-23 08:26:00+00:00,52.3185757966472,-1.13374297177434,0,77.14313467433998
34,3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231214-274014,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RM19 1ND,53.293393,-1.074008,51.480755,0.261461,2023-12-16T07:00:00.000Z,2023-12-16T07:59:00.000Z,2023-12-16T15:00:00.000Z,2023-12-16T15:00:00.000Z,2023-12-16 07:00:00+00:00,2023-12-16 07:59:00+00:00,2023-12-16 15:00:00+00:00,2023-12-16 15:00:00+00:00,2023-12-16 15:30:00+00:00,2023-12-16 15:26:00+00:00,51.480382960853696,0.25742413681491,1,0.28268575324736395
35,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231114-262627,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8TS,52.800481,-1.663328,51.459807,-3.195345,2023-11-15T19:00:00.000Z,2023-11-15T20:00:00.000Z,2023-11-16T11:00:00.000Z,2023-11-16T11:30:00.000Z,2023-11-15 19:00:00+00:00,2023-11-15 20:00:00+00:00,2023-11-16 11:00:00+00:00,2023-11-16 11:30:00+00:00,2023-11-16 12:00:00+00:00,2023-11-16 12:00:00+00:00,51.5301033435389,-2.67410262487829,0,36.93304321326748
36,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257614,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-31T22:19:00.000Z,2023-11-01T00:01:01.000Z,2023-11-01T06:00:00.000Z,2023-11-01T08:56:01.000Z,2023-10-31 22:19:00+00:00,2023-11-01 00:01:01+00:00,2023-11-01 06:00:00+00:00,2023-11-01 08:56:01+00:00,2023-11-01 09:26:01+00:00,2023-11-01 09:19:00+00:00,51.30176706,0.864077,1,3.0708612948342915
37,66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-230925-247286,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-07T04:45:00.000Z,2023-10-07T05:45:00.000Z,2023-10-07T09:00:00.000Z,2023-10-07T10:00:00.000Z,2023-10-07 04:45:00+00:00,2023-10-07 05:45:00+00:00,2023-10-07 09:00:00+00:00,2023-10-07 10:00:00+00:00,2023-10-07 10:30:00+00:00,2023-10-07 06:30:00+00:00,53.349808834835905,-2.87019165523916,1,0.400143339224642
38,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231010-251436,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SS17 9DY,52.800481,-1.663328,51.510091,0.459598,2023-10-11T14:00:00.000Z,2023-10-11T14:30:00.000Z,2023-10-12T07:30:00.000Z,2023-10-12T08:00:00.000Z,2023-10-11 14:00:00+00:00,2023-10-11 14:30:00+00:00,2023-10-12 07:30:00+00:00,2023-10-12 08:00:00+00:00,2023-10-12 08:30:00+00:00,2023-10-12 06:53:00+00:00,51.515993,0.4758283,1,1.3012364558495058
39,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763558,-1.739636,51.398851,-1.231993,2023-11-30T00:20:00.000Z,2023-11-30T02:00:01.000Z,2023-11-30T07:37:00.000Z,2023-11-30T10:33:01.000Z,2023-11-30 00:20:00+00:00,2023-11-30 02:00:01+00:00,2023-11-30 07:37:00+00:00,2023-11-30 10:33:01+00:00,2023-11-30 11:03:01+00:00,2023-11-30 10:06:00+00:00,51.3986017,-1.2308798,1,0.08207762718193858
40,433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231206-270550,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-12-15T00:30:00.000Z,2023-12-15T01:00:00.000Z,2023-12-15T03:00:00.000Z,2023-12-15T03:30:00.000Z,2023-12-15 00:30:00+00:00,2023-12-15 01:00:00+00:00,2023-12-15 03:00:00+00:00,2023-12-15 03:30:00+00:00,2023-12-15 04:00:00+00:00,2023-12-15 01:05:00+00:00,53.354982790248,-1.2852904656177,0,79.50086678509565
41,3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231227-276907,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-12-29T17:00:00.000Z,2023-12-29T17:59:00.000Z,2023-12-30T12:55:00.000Z,2023-12-30T13:25:00.000Z,2023-12-29 17:00:00+00:00,2023-12-29 17:59:00+00:00,2023-12-30 12:55:00+00:00,2023-12-30 13:25:00+00:00,2023-12-30 13:55:00+00:00,2023-12-30 12:54:00+00:00,51.1753997802734,-1.75676000118256,1,0.2149543150820528
42,eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231203-269301,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-08T16:20:00.000Z,2023-12-08T18:00:01.000Z,2023-12-09T05:00:00.000Z,2023-12-09T07:56:01.000Z,2023-12-08 16:20:00+00:00,2023-12-08 18:00:01+00:00,2023-12-09 05:00:00+00:00,2023-12-09 07:56:01+00:00,2023-12-09 08:26:01+00:00,2023-12-09 05:10:00+00:00,51.897885,-0.471155,0,14.183294212416149
