,PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST_lcl,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_EARLIEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl_plus30,distance,LAT,LON,RECORD_TIMESTAMP_lcl,on_time,is_delivered,is_delivered_2,is_delivered_3,Model_Target
18,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231016-253279,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,CV9 2SQ,52.690284,-1.548894,52.583936,-1.557171,2023-10-17 14:00:00+00:00,2023-10-17 14:30:00+00:00,2023-10-18 10:30:00+00:00,2023-10-18 11:00:00+00:00,2023-10-18 11:30:00+00:00,6.104052172476233,52.60318833333329,-1.64176833333333,2023-11-04 04:38:00+00:00,0,0.0,0.0,0.0,1
19,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231016-253301,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,TS18 2PB,52.690284,-1.548894,54.570739,-1.285021,2023-10-17 15:00:00+00:00,2023-10-17 15:30:00+00:00,2023-10-18 07:10:00+00:00,2023-10-18 07:40:00+00:00,2023-10-18 08:10:00+00:00,185.24658203611963,52.9085977838184,-1.46219548601274,2023-10-17 16:10:00+00:00,1,0.0,0.0,0.0,1
20,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231017-253698,CAUK000235,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,ME10 2FD,52.800481,-1.663328,51.371411,0.745506,2023-10-18 13:00:00+00:00,2023-10-18 13:30:00+00:00,2023-10-19 08:10:00+00:00,2023-10-19 08:40:00+00:00,2023-10-19 09:10:00+00:00,0.06613799611979984,51.371185,0.744625,2023-10-19 08:16:00+00:00,1,1.0,1.0,1.0,0
21,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231017-253707,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NN15 5YT,52.800481,-1.663328,52.370504,-0.684925,2023-10-19 05:00:00+00:00,2023-10-19 06:00:00+00:00,2023-10-19 08:50:00+00:00,2023-10-19 09:20:00+00:00,2023-10-19 09:50:00+00:00,0.11006195500207538,52.370163810593695,-0.686446866282023,2023-10-19 07:47:00+00:00,1,1.0,1.0,1.0,0
22,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231017-253708,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NN15 5YT,52.800481,-1.663328,52.370504,-0.684925,2023-10-18 13:00:00+00:00,2023-10-18 13:30:00+00:00,2023-10-19 11:30:00+00:00,2023-10-19 12:00:00+00:00,2023-10-19 12:30:00+00:00,0.07267437331299907,52.37108143,-0.68442426,2023-10-19 11:30:00+00:00,1,1.0,1.0,1.0,0
23,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231017-253793,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,EN9 3BZ,52.800481,-1.663328,51.679126,-0.001579,2023-10-19 12:00:00+00:00,2023-10-19 13:00:00+00:00,2023-10-19 15:30:00+00:00,2023-10-19 16:00:00+00:00,2023-10-19 16:30:00+00:00,0.33474130695894816,51.67921574,-0.0064303,2023-10-19 16:32:00+00:00,0,1.0,1.0,1.0,1
24,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231018-253985,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,B66 1QG,52.800481,-1.663328,52.505017,-1.996833,2023-10-20 07:00:00+00:00,2023-10-20 07:00:00+00:00,2023-10-20 10:30:00+00:00,2023-10-20 11:00:00+00:00,2023-10-20 11:30:00+00:00,0.05554559056772222,52.5045309858015,-1.99664448378506,2023-10-20 08:32:00+00:00,1,1.0,1.0,1.0,0
25,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231018-253989,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,WS10 0TB,52.800481,-1.663328,52.553927,-1.987756,2023-10-20 03:00:00+00:00,2023-10-20 04:00:00+00:00,2023-10-20 06:30:00+00:00,2023-10-20 07:00:00+00:00,2023-10-20 07:30:00+00:00,1.1071366495786892,52.5620153049396,-1.99729802128899,2023-10-20 04:51:00+00:00,1,1.0,0.0,1.0,0
26,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231018-254065,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,WF2 0XE,52.800481,-1.663328,53.713695,-1.519842,2023-10-19 14:00:00+00:00,2023-10-19 14:30:00+00:00,2023-10-20 10:10:00+00:00,2023-10-20 10:40:00+00:00,2023-10-20 11:10:00+00:00,0.060846017233554796,53.713199615478494,-1.51944994926453,2023-10-20 12:11:00+00:00,0,1.0,1.0,1.0,1
27,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231018-254079,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,WA11 9WB,52.800481,-1.663328,53.476506,-2.655024,2023-10-19 14:30:00+00:00,2023-10-20 06:00:00+00:00,2023-10-20 06:30:00+00:00,2023-10-20 07:00:00+00:00,2023-10-20 07:30:00+00:00,0.231263929275313,53.477915,-2.652455,2023-10-20 05:15:00+00:00,1,1.0,1.0,1.0,0
28,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231018-254080,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,WA11 9WB,52.800481,-1.663328,53.476506,-2.655024,2023-10-19 14:20:00+00:00,2023-10-20 12:00:00+00:00,2023-10-20 12:30:00+00:00,2023-10-20 13:00:00+00:00,2023-10-20 13:30:00+00:00,0.06475493646503457,53.47603895,-2.65560796,2023-10-20 10:08:00+00:00,1,1.0,1.0,1.0,0
29,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231018-254128,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SA6 8PJ,52.800481,-1.663328,51.665609,-3.912027,2023-10-19 14:00:00+00:00,2023-10-20 06:00:00+00:00,2023-10-20 06:30:00+00:00,2023-10-20 07:00:00+00:00,2023-10-20 07:30:00+00:00,0.1395736787941617,51.66576833,-3.91002028,2023-10-20 08:05:00+00:00,0,1.0,1.0,1.0,1
30,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231019-254249,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,DA11 9BU,52.800481,-1.663328,51.444403,0.343805,2023-10-20 13:00:00+00:00,2023-10-20 13:30:00+00:00,2023-10-23 07:45:00+00:00,2023-10-23 08:15:00+00:00,2023-10-23 08:45:00+00:00,0.03423851617704972,51.4441295759752,0.343578150495887,2023-10-23 06:43:00+00:00,1,1.0,1.0,1.0,0
31,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231019-254383,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 1PT,BT26 6JJ,52.811918,-1.630808,54.474078,-6.104285,2023-10-20 10:00:00+00:00,2023-10-24 07:00:00+00:00,2023-10-24 07:30:00+00:00,2023-10-24 08:00:00+00:00,2023-10-24 08:30:00+00:00,263.1436242743047,53.031700134277294,-2.93197989463806,2023-10-26 13:52:00+00:00,0,0.0,0.0,0.0,1
32,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231019-254384,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,ME10 2FD,52.800481,-1.663328,51.371411,0.745506,2023-10-23 00:00:00+00:00,2023-10-23 00:15:00+00:00,2023-10-23 05:10:00+00:00,2023-10-23 05:40:00+00:00,2023-10-23 06:10:00+00:00,0.07956919954227605,51.371077083618495,0.744492589902045,2023-10-23 05:42:00+00:00,1,1.0,1.0,1.0,0
33,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231019-254609,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,PE7 3AG,52.800481,-1.663328,52.53299,-0.30723,2023-10-20 12:00:00+00:00,2023-10-20 12:30:00+00:00,2023-10-23 07:30:00+00:00,2023-10-23 08:00:00+00:00,2023-10-23 08:30:00+00:00,0.13350986723133781,52.5322600314394,-0.308796353638172,2023-10-23 05:14:00+00:00,1,0.0,1.0,1.0,0
34,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231020-254818,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,LS13 4LQ,52.800481,-1.663328,53.804746,-1.649678,2023-10-23 14:00:00+00:00,2023-10-23 14:30:00+00:00,2023-10-24 08:00:00+00:00,2023-10-24 12:00:00+00:00,2023-10-24 12:30:00+00:00,97.60385287625648,52.9304353,-1.5244568,2023-10-23 21:19:00+00:00,1,0.0,0.0,0.0,1
35,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231020-254843,CAUK000279,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,NN15 5YT,52.690284,-1.548894,52.370504,-0.684925,2023-10-23 14:00:00+00:00,2023-10-23 15:00:00+00:00,2023-10-24 05:50:00+00:00,2023-10-24 06:20:00+00:00,2023-10-24 06:50:00+00:00,0.18552991995903645,52.3695554023834,-0.687172094915491,2023-10-24 05:53:00+00:00,1,1.0,1.0,1.0,0
36,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231023-255577,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,HU14 3HJ,52.800481,-1.663328,53.721731,-0.535025,2023-10-25 05:00:00+00:00,2023-10-25 05:00:00+00:00,2023-10-25 08:30:00+00:00,2023-10-25 09:00:00+00:00,2023-10-25 09:30:00+00:00,0.04305014298679596,53.72156347,-0.53443535,2023-10-25 06:20:00+00:00,1,1.0,1.0,1.0,0
37,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231024-256043,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,WA5 3XA,52.800481,-1.663328,53.407297,-2.661854,2023-10-25 15:00:00+00:00,2023-10-25 15:00:00+00:00,2023-10-26 09:30:00+00:00,2023-10-26 10:00:00+00:00,2023-10-26 10:30:00+00:00,16.887603674550192,53.465576064822706,-2.89719418622823,2023-10-28 13:52:00+00:00,0,0.0,0.0,0.0,1
38,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231024-256044,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,WA5 3XA,52.800481,-1.663328,53.407297,-2.661854,2023-10-25 16:00:00+00:00,2023-10-25 16:30:00+00:00,2023-10-26 09:30:00+00:00,2023-10-26 10:00:00+00:00,2023-10-26 10:30:00+00:00,0.4440002855665428,53.4112271705068,-2.66068241722045,2023-10-26 08:59:00+00:00,1,1.0,1.0,1.0,0
39,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231024-256045,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,WA5 3XA,52.800481,-1.663328,53.407297,-2.661854,2023-10-25 21:00:00+00:00,2023-10-25 21:00:00+00:00,2023-10-26 09:30:00+00:00,2023-10-26 10:00:00+00:00,2023-10-26 10:30:00+00:00,1.227672705586316,53.4151381621686,-2.64882241061204,2023-10-31 20:14:00+00:00,0,1.0,1.0,1.0,1
40,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231024-256046,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NE38 8NW,52.800481,-1.663328,54.88997,-1.501427,2023-10-25 17:00:00+00:00,2023-10-25 17:00:00+00:00,2023-10-26 09:30:00+00:00,2023-10-26 10:00:00+00:00,2023-10-26 10:30:00+00:00,160.31191870245485,53.4488975023851,-1.46094384603202,2023-10-28 15:50:00+00:00,0,0.0,0.0,0.0,1
41,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231030-257797,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,LS24 9SD,BT26 6JJ,53.886427,-1.271051,54.474078,-6.104285,2023-10-31 11:00:00+00:00,2023-11-02 07:00:00+00:00,2023-11-03 07:30:00+00:00,2023-11-03 08:00:00+00:00,2023-11-03 08:30:00+00:00,0.5213070103645967,54.478401184082,-6.1011700630188,2023-11-05 10:49:00+00:00,0,1.0,1.0,1.0,1
42,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231030-257800,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,BT26 6JJ,LS24 9SD,54.474078,-6.104285,53.886427,-1.271051,2023-11-02 08:00:00+00:00,2023-11-06 08:00:00+00:00,2023-11-06 08:30:00+00:00,2023-11-06 09:00:00+00:00,2023-11-06 09:30:00+00:00,0.15647278502967926,53.885398864746094,-1.27268004417419,2023-11-07 11:29:00+00:00,0,,1.0,1.0,1
43,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231031-258065,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,LS24 9SD,BT26 6JJ,53.886427,-1.271051,54.474078,-6.104285,2023-11-01 11:00:00+00:00,2023-11-03 07:00:00+00:00,2023-11-03 07:30:00+00:00,2023-11-03 08:00:00+00:00,2023-11-03 08:30:00+00:00,0.5591855290956469,54.478500366210895,-6.10017013549805,2023-11-05 10:13:00+00:00,0,1.0,1.0,1.0,1
44,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231031-258072,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 1PT,BT26 6JJ,52.811918,-1.630808,54.474078,-6.104285,2023-11-01 10:00:00+00:00,2023-11-03 07:00:00+00:00,2023-11-03 07:30:00+00:00,2023-11-03 08:00:00+00:00,2023-11-03 08:30:00+00:00,0.5220598412492384,54.478401184082,-6.10114002227783,2023-11-02 17:53:00+00:00,1,1.0,1.0,1.0,0
45,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231102-258887,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NE11 0RQ,52.800481,-1.663328,54.940326,-1.617581,2023-11-05 08:00:00+00:00,2023-11-06 10:00:00+00:00,2023-11-06 10:30:00+00:00,2023-11-06 11:00:00+00:00,2023-11-06 11:30:00+00:00,130.47248143416732,53.7698926704217,-1.75065321647857,2023-11-05 13:26:00+00:00,1,0.0,0.0,0.0,1
46,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231102-258898,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,LS24 9SD,BT26 6JJ,53.886427,-1.271051,54.474078,-6.104285,2023-11-03 10:00:00+00:00,2023-11-07 07:00:00+00:00,2023-11-07 07:30:00+00:00,2023-11-07 08:00:00+00:00,2023-11-07 08:30:00+00:00,0.5223320872338211,54.478199005127,-6.10040998458862,2023-11-08 07:16:00+00:00,0,1.0,1.0,1.0,1
47,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231103-259206,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,TA6 4FG,52.690284,-1.548894,51.155543,-2.983834,2023-11-06 13:56:00+00:00,2023-11-06 14:56:00+00:00,2023-11-07 06:30:00+00:00,2023-11-07 07:00:00+00:00,2023-11-07 07:30:00+00:00,171.6867473449263,52.4797678211688,-1.7007534422874,2023-11-06 09:14:00+00:00,1,0.0,0.0,0.0,1
48,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231103-259207,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,TA6 4FG,52.690284,-1.548894,51.155543,-2.983834,2023-11-06 14:00:00+00:00,2023-11-06 15:00:00+00:00,2023-11-07 08:10:00+00:00,2023-11-07 08:40:00+00:00,2023-11-07 09:10:00+00:00,0.32951741975897897,51.1579448002625,-2.98659914243803,2023-11-07 08:08:00+00:00,1,1.0,1.0,1.0,0
49,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231106-259868,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8TS,52.800481,-1.663328,51.459807,-3.195345,2023-11-07 13:00:00+00:00,2023-11-07 13:30:00+00:00,2023-11-08 11:00:00+00:00,2023-11-08 11:30:00+00:00,2023-11-08 12:00:00+00:00,8.113562340012933,51.5268143333333,-3.24164183333333,2023-11-08 09:10:00+00:00,1,0.0,0.0,0.0,1
50,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231107-260254,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SN3 4FN,52.800481,-1.663328,51.595572,-1.740649,2023-11-08 13:48:00+00:00,2023-11-08 14:18:00+00:00,2023-11-09 09:00:00+00:00,2023-11-09 09:30:00+00:00,2023-11-09 10:00:00+00:00,2.6144780461693133,51.5729484296922,-1.73038585625784,2023-11-09 10:46:00+00:00,0,1.0,0.0,1.0,1
51,192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231107-260312,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 1BZ,BT26 6JJ,52.803864,-1.641981,54.474078,-6.104285,2023-11-08 13:00:00+00:00,2023-11-08 13:30:00+00:00,2023-11-10 07:30:00+00:00,2023-11-10 08:00:00+00:00,2023-11-10 08:30:00+00:00,0.7201909980619909,54.479301452636705,-6.09770011901856,2023-11-10 15:05:00+00:00,0,1.0,1.0,1.0,1
